SkillId,Skill_US,Phases
1441,pollution control,Tooling and Machining
1443,mantis,Software
1444,physical ability testing,Software
1446,distress signals,Supply Chain and Logistics
1448,quota achievement,Support Activities
1449,cell death,Materials
1450,auditing standards,Support Activities
1455,cerebral aneurysm diagnosis / treatment,Software
1456,fitness and nutrition,General Skills
1457,routing accuracy,Tooling and Machining
1458,microsoft outlook,Software
1459,c-ibs,Software
1461,microsoft office sharepoint server (moss),Software
1462,enzyme characterization,Materials
1463,shipping software,Software
1464,thermochemical conversion,Support Activities
1465,environmental sustainability,Support Activities
1466,student evaluation,Support Activities
1468,renewable energy markets,Support Activities
1470,server configuration,Software
1471,clinical development plans,Ideation and Development
1472,veins and arteries,Materials
1475,search engine marketing (sem),Support Activities
1476,windshield wiper replacement,Tooling and Machining
1478,oil mining,Support Activities
1479,landscape design,Design
1480,pipe insulation,Tooling and Machining
1481,clinical documentation improvement program (cdip),Software
1483,platform as a service (paas),Software
1487,calculus,Support Activities
1488,microsoft publisher,Design
1490,predictive models,Support Activities
1492,financial technology industry knowledge,Support Activities
1494,grant applications,Support Activities
1495,event planning industry knowledge,Supply Chain and Logistics
1496,fuel cell design,Software
1498,payment research,Support Activities
1500,laboratory equipment,Tooling and Machining
1506,adobe creative suite,Design
1507,bridge engineering,Support Activities
1508,analysis summary,Support Activities
1510,workpiece lubrication,Tooling and Machining
1512,industrial machine wiring,Tooling and Machining
1515,chemical conversion,Materials
1517,power grinders,Tooling and Machining
1518,draft gauges,Tooling and Machining
1519,municipal engineer,Tooling and Machining
1520,intel based servers,Software
1522,preventable injury,Support Activities
1523,automated underwriting system,Support Activities
1524,marketing calendar,Support Activities
1528,press conference,Support Activities
1529,financial reporting,Support Activities
1530,system builder,Software
1534,data services industry knowledge,Software
1536,structural steel design,Production and Assembling
1537,jquery,Software
1539,hazardous waste manifests,Supply Chain and Logistics
1540,adverse drug event,Support Activities
1544,pasteurization,Materials
1546,assignment of benefits,Support Activities
1547,oracle hrms,Support Activities
1550,planogram design,Design
1551,wind energy engineering,Tooling and Machining
1552,bilingual,General Skills
1554,medical office support,Support Activities
1555,oral hygiene,Support Activities
1558,profit and loss analysis,Support Activities
1561,graphical user interface (gui),Design
1563,pre-sales support,Support Activities
1566,biopharmaceutical industry knowledge,Support Activities
1568,nationwide health information network,Support Activities
1569,uniface,Software
1572,thermoplastic,Materials
1573,chemical peels,Materials
1574,plant biology,Materials
1577,non-hodgkin lymphoma,Support Activities
1579,bank services cross-selling,Support Activities
1580,symfony,Software
1581,retractions,Software
1582,statutory accounts,Support Activities
1586,transformers,Tooling and Machining
1588,lotus approach,Software
1589,clinical trial design,Ideation and Development
1590,internet recruiting,Support Activities
1591,orphan drug,Support Activities
1592,emergency medical procedures,Support Activities
1593,pneumatic schematics,Tooling and Machining
1595,water clarifiers,Software
1599,5ess,Software
1600,cytotoxicity,Software
1601,towed sonars,Tooling and Machining
1602,college recruiting,Support Activities
1606,workflow analysis,Support Activities
1607,chemical reactions,Materials
1609,medical records completion,Support Activities
1612,wiring repair,Tooling and Machining
1614,medical residency,Support Activities
1617,residential remodeling,Support Activities
1618,travel reimbursement management,Support Activities
1619,construction review,Support Activities
1621,molecular genetics,Materials
1623,scada,Ideation and Development
1624,high tech industry knowledge,Support Activities
1627,distribution cost reduction,Support Activities
1628,law enforcement industry knowledge,Support Activities
1629,government audit experience,Support Activities
1631,high intensity focused ultrasound (hifu),Support Activities
1632,water quality remediation,Tooling and Machining
1633,cancer knowledge,Materials
1634,idms,Software
1635,bugzilla,Software
1638,marketing copy,Support Activities
1640,supply chain standards implementation,Supply Chain and Logistics
1642,poster design,Design
1646,warehouse activities coordination,Supply Chain and Logistics
1648,climate change programs,Support Activities
1651,glutamine,Materials
1652,systems management,Software
1653,common object model,Software
1654,due diligence,Support Activities
1655,drug security,Support Activities
1656,pollution control systems,Tooling and Machining
1657,medical records preparation,Support Activities
1658,shrink wrapping,Supply Chain and Logistics
1660,back injury,Support Activities
1661,navision,Software
1663,staff management,Support Activities
1664,proposal writing,Support Activities
1665,pulmonary fibrosis,Materials
1667,settlement agreements,Support Activities
1669,portal system,Software
1670,efficiency analyses and testing,Support Activities
1671,videography,Support Activities
1672,coremetrics,Support Activities
1673,production welding,Production and Assembling
1675,ruby on rails,Software
1676,npower,Support Activities
1678,disease identification,Support Activities
1679,telemedicine,Software
1680,google web toolkit (gwt),Software
1681,silverpop engage,Software
1683,medical information compilation,Support Activities
1684,bacteriology,Materials
1687,international procurement,Support Activities
1689,crop transport,Supply Chain and Logistics
1691,raid management,Software
1692,bird flu,Support Activities
1694,paint blending,Design
1695,sickle cell disease knowledge,Materials
1696,safety problem identification,Support Activities
1698,comparative genomics,Support Activities
1699,shorthand,Support Activities
1703,educational outreach,Support Activities
1704,therapeutic measures,Support Activities
1705,audit design,Support Activities
1706,pmbok,Support Activities
1707,paving,Tooling and Machining
1708,newsletters,Support Activities
1709,bsl-1,Support Activities
1710,vaccinology,Software
1711,microsoft visio professional,Design
1712,transportation logistics,Supply Chain and Logistics
1713,low voltage power distribution,Tooling and Machining
1715,disease biology,Materials
1717,oil dependency,Tooling and Machining
1718,market pricing,Support Activities
1719,undersea/diving medicine,Support Activities
1721,renovation,Support Activities
1722,central venous lines,Tooling and Machining
1723,healthcare information system support,Software
1725,financial modeling,Support Activities
1726,device maintenance,Tooling and Machining
